Sex,Blood Type,Rhesus,Count
11,70,4,320
11,70,5,45
11,70,6,225
11,70,7,793
11,70,8,88
11,70,9,38
11,71,0,758
11,71,1,546
11,71,2,414
11,71,3,301
11,71,4,553
11,71,5,607
11,71,6,721
11,71,7,231
11,71,8,273
11,71,9,446
11,72,0,392
11,72,1,335
11,72,2,450
11,72,3,981
11,72,4,173
11,72,5,674
11,72,6,933
11,72,7,154
11,72,8,805
11,72,9,73
11,73,0,323
11,73,1,118
11,73,2,605
11,73,3,262
11,73,4,866
11,73,5,78
11,73,6,944
11,73,7,567
11,73,8,81
11,73,9,998
11,74,0,379
11,74,1,78
11,74,2,269
11,74,3,885
11,74,4,11
11,74,5,958
11,74,6,103
11,74,7,372
11,74,8,125
11,74,9,719
11,75,0,538
11,75,1,254
11,75,2,76
11,75,3,137
11,75,4,895
11,75,5,882
11,75,6,690
11,75,7,692
11,75,8,69
11,75,9,203
11,76,0,672
11,76,1,722
11,76,2,294
11,76,3,189
11,76,4,907
11,76,5,332
11,76,6,88
11,76,7,621
11,76,8,165
11,76,9,101
11,77,0,336
11,77,1,495
11,77,2,467
11,77,3,657
11,77,4,400
11,77,5,997
11,77,6,905
11,77,7,108
11,77,8,20
11,77,9,8
11,78,0,516
11,78,1,7
11,78,2,930
11,78,3,479
11,78,4,76
11,78,5,414
11,78,6,684
11,78,7,754
11,78,8,256
11,78,9,747
11,79,0,751
11,79,1,434
11,79,2,506
11,79,3,329
11,79,4,473
11,79,5,475
11,79,6,330
11,79,7,897
11,79,8,592
11,79,9,966
11,80,0,40
11,80,1,350
11,80,2,229
11,80,3,674
11,80,4,221
11,80,5,312
11,80,6,831
11,80,7,6
11,80,8,370
11,80,9,454
11,81,0,964
11,81,1,890
11,81,2,702
11,81,3,207
11,81,4,698
11,81,5,967
11,81,6,884
11,81,7,646
11,81,8,566
11,81,9,442
11,82,0,569
11,82,1,710
11,82,2,928
11,82,3,289
11,82,4,812
11,82,5,15
11,82,6,732
11,82,7,565
11,82,8,53
11,82,9,160
11,83,0,286
11,83,1,555
11,83,2,96
11,83,3,593
11,83,4,642
11,83,5,124
11,83,6,100
11,83,7,164
11,83,8,591
11,83,9,963
11,84,0,472
11,84,1,55
11,84,2,633
11,84,3,954
11,84,4,334
11,84,5,454
11,84,6,37
11,84,7,277
11,84,8,289
11,84,9,265
11,85,0,504
11,85,1,684
11,85,2,95
11,85,3,143
11,85,4,8
11,85,5,806
11,85,6,192
11,85,7,460
11,85,8,639
11,85,9,393
11,86,0,415
11,86,1,915
11,86,2,53
11,86,3,603
11,86,4,829
11,86,5,164
11,86,6,544
11,86,7,972
11,86,8,562
11,86,9,643
11,87,0,469
11,87,1,717
11,87,2,442
11,87,3,632
11,87,4,915
11,87,5,68
11,87,6,409
11,87,7,925
11,87,8,11
11,87,9,574
11,88,0,978
11,88,1,415
11,88,2,194
11,88,3,540
11,88,4,515
11,88,5,247
11,88,6,16
11,88,7,638
11,88,8,373
11,88,9,144
11,89,0,959
11,89,1,538
11,89,2,570
11,89,3,300
11,89,4,801
11,89,5,486
11,89,6,939
11,89,7,718
11,89,8,598
11,89,9,22
11,90,0,86
11,90,1,424
11,90,2,740
11,90,3,726
11,90,4,686
11,90,5,715
11,90,6,185
11,90,7,115
11,90,8,127
11,90,9,18
11,91,0,163
11,91,1,779
11,91,2,462
11,91,3,209
11,91,4,610
11,91,5,352
11,91,6,322
11,91,7,336
11,91,8,821
11,91,9,612
11,92,0,565
11,92,1,324
11,92,2,705
11,92,3,565
11,92,4,350
11,92,5,182
11,92,6,706
11,92,7,749
11,92,8,334
11,92,9,376
11,93,0,414
11,93,1,188
11,93,2,834
11,93,3,266
11,93,4,881
11,93,5,464
11,93,6,364
11,93,7,630
11,93,8,157
11,93,9,355
11,94,0,578
11,94,1,624
11,94,2,577
11,94,3,809
11,94,4,720
11,94,5,234
11,94,6,560
11,94,7,789
11,94,8,485
11,94,9,641
11,95,0,562
11,95,1,510
11,95,2,420
11,95,3,937
11,95,4,144
11,95,5,305
11,95,6,647
11,95,7,484
11,95,8,170
11,95,9,953
11,96,0,559
11,96,1,481
11,96,2,401
11,96,3,544
11,96,4,999
11,96,5,773
11,96,6,840
11,96,7,739
11,96,8,659
11,96,9,267
11,97,0,438
11,97,1,547
11,97,2,421
11,97,3,53
11,97,4,653
11,97,5,713
11,97,6,82
11,97,7,936
11,97,8,212
11,97,9,899
11,98,0,940
11,98,1,509
11,98,2,895
11,98,3,865
11,98,4,433
11,98,5,923
11,98,6,515
11,98,7,310
11,98,8,122
11,98,9,62
11,99,0,916
11,99,1,157
11,99,2,604
11,99,3,274
11,99,4,776
11,99,5,331
11,99,6,565
11,99,7,974
11,99,8,514
11,99,9,702
12,0,0,234
12,0,1,742
12,0,2,208
12,0,3,256
12,0,4,295
12,0,5,622
12,0,6,112
12,0,7,304
12,0,8,32
12,0,9,587
12,1,0,324
12,1,1,588
12,1,2,430
12,1,3,80
12,1,4,604
12,1,5,459
12,1,6,882
12,1,7,5
12,1,8,750
12,1,9,345
12,2,0,521
12,2,1,840
12,2,2,625
12,2,3,69
12,2,4,854
12,2,5,647
12,2,6,538
12,2,7,960
12,2,8,222
12,2,9,649
12,3,0,833
12,3,1,892
12,3,2,401
12,3,3,765
12,3,4,331
12,3,5,540
12,3,6,310
12,3,7,586
12,3,8,311
12,3,9,78
12,4,0,255
12,4,1,279
12,4,2,956
12,4,3,236
12,4,4,205
12,4,5,797
12,4,6,498
12,4,7,98
12,4,8,374
12,4,9,777
12,5,0,506
12,5,1,455
12,5,2,56
12,5,3,70
12,5,4,836
12,5,5,938
12,5,6,99
12,5,7,645
12,5,8,597
12,5,9,727
12,6,0,389
12,6,1,85
12,6,2,937
12,6,3,677
12,6,4,998
12,6,5,640
12,6,6,930
12,6,7,674
12,6,8,755
12,6,9,868
12,7,0,417
12,7,1,895
12,7,2,460
12,7,3,544
12,7,4,355
12,7,5,614
12,7,6,565
12,7,7,168
12,7,8,66
12,7,9,821
12,8,0,11
12,8,1,262
12,8,2,428
12,8,3,450
12,8,4,805
12,8,5,276
12,8,6,78
12,8,7,123
12,8,8,103
12,8,9,753
12,9,0,813
12,9,1,364
12,9,2,166
12,9,3,517
12,9,4,928
12,9,5,561
12,9,6,195
12,9,7,989
12,9,8,555
12,9,9,728
12,10,0,447
12,10,1,599
12,10,2,297
12,10,3,388
12,10,4,227
12,10,5,841
12,10,6,128
12,10,7,874
12,10,8,263
12,10,9,465
12,11,0,83
12,11,1,791
12,11,2,276
12,11,3,624
12,11,4,999
12,11,5,536
12,11,6,974
12,11,7,958
12,11,8,928
12,11,9,285
12,12,0,565
12,12,1,637
12,12,2,922
12,12,3,707
12,12,4,550
12,12,5,290
12,12,6,863
12,12,7,729
12,12,8,555
12,12,9,812
12,13,0,223
12,13,1,155
12,13,2,545
12,13,3,196
12,13,4,492
12,13,5,316
12,13,6,184
12,13,7,240
12,13,8,29
12,13,9,189
12,14,0,286
12,14,1,738
12,14,2,810
12,14,3,305
12,14,4,148
12,14,5,583
12,14,6,512
12,14,7,715
12,14,8,488
12,14,9,203
12,15,0,144
12,15,1,331
12,15,2,773
12,15,3,773
12,15,4,245
12,15,5,373
12,15,6,426
12,15,7,252
12,15,8,63
12,15,9,158
12,16,0,161
12,16,1,415
12,16,2,26
12,16,3,136
12,16,4,584
12,16,5,558
12,16,6,659
12,16,7,86
12,16,8,51
12,16,9,675
12,17,0,964
12,17,1,799
12,17,2,298
12,17,3,106
12,17,4,204
12,17,5,467
12,17,6,752
12,17,7,868
12,17,8,656
12,17,9,388
12,18,0,898
12,18,1,501
12,18,2,719
12,18,3,486
12,18,4,103
12,18,5,515
12,18,6,120
12,18,7,184
12,18,8,57
12,18,9,741
12,19,0,523
12,19,1,300
12,19,2,492
12,19,3,375
12,19,4,403
12,19,5,962
12,19,6,563
12,19,7,910
12,19,8,97
12,19,9,903
12,20,0,650
12,20,1,93
12,20,2,908
12,20,3,98
12,20,4,288
12,20,5,813
12,20,6,169
12,20,7,8
12,20,8,516
12,20,9,178
12,21,0,624
12,21,1,827
12,21,2,772
12,21,3,416
12,21,4,33
12,21,5,888
12,21,6,161
12,21,7,336
12,21,8,302
12,21,9,917
12,22,0,552
12,22,1,972
12,22,2,647
12,22,3,448
12,22,4,508
12,22,5,235
12,22,6,374
12,22,7,758
12,22,8,881
12,22,9,643
12,23,0,630
12,23,1,704
12,23,2,843
12,23,3,674
12,23,4,212
12,23,5,16
12,23,6,494
12,23,7,434
12,23,8,165
12,23,9,313
12,24,0,565
12,24,1,192
12,24,2,350
12,24,3,763
12,24,4,902
12,24,5,419
12,24,6,987
12,24,7,129
12,24,8,313
12,24,9,704
12,25,0,902
12,25,1,585
12,25,2,990
12,25,3,658
12,25,4,96
12,25,5,85
12,25,6,68
12,25,7,171
12,25,8,133
12,25,9,850
12,26,0,485
12,26,1,63
12,26,2,132
12,26,3,622
12,26,4,838
12,26,5,300
12,26,6,731
12,26,7,83
12,26,8,192
12,26,9,282
12,27,0,171
12,27,1,273
12,27,2,898
12,27,3,779
12,27,4,777
12,27,5,241
12,27,6,360
12,27,7,867
12,27,8,241
12,27,9,556
12,28,0,8
12,28,1,988
12,28,2,895
12,28,3,139
12,28,4,1000
12,28,5,165
12,28,6,185
12,28,7,617
12,28,8,645
12,28,9,945
12,29,0,313
12,29,1,970
12,29,2,743
12,29,3,819
12,29,4,665
12,29,5,28
12,29,6,978
12,29,7,238
12,29,8,537
12,29,9,554
12,30,0,318
12,30,1,720
12,30,2,574
12,30,3,170
12,30,4,90
12,30,5,633
12,30,6,372
12,30,7,607
12,30,8,536
12,30,9,397
12,31,0,612
12,31,1,148
12,31,2,753
12,31,3,512
12,31,4,431
12,31,5,530
12,31,6,471
12,31,7,630
12,31,8,134
12,31,9,598
12,32,0,565
12,32,1,155
12,32,2,971
12,32,3,288
12,32,4,422
12,32,5,767
12,32,6,722
12,32,7,211
12,32,8,337
12,32,9,17
12,33,0,822
12,33,1,405
12,33,2,843
12,33,3,190
12,33,4,303
12,33,5,714
12,33,6,709
12,33,7,148
12,33,8,598
12,33,9,299
12,34,0,511
12,34,1,124
12,34,2,108
12,34,3,193
12,34,4,4
12,34,5,693
12,34,6,200
12,34,7,587
12,34,8,179
12,34,9,615
12,35,0,944
12,35,1,488
12,35,2,751
12,35,3,177
12,35,4,283
12,35,5,504
12,35,6,430
12,35,7,179
12,35,8,748
12,35,9,422
12,36,0,363
12,36,1,224
12,36,2,260
12,36,3,841
12,36,4,855
12,36,5,209
12,36,6,581
12,36,7,423
12,36,8,68
12,36,9,920
12,37,0,516
12,37,1,226
12,37,2,583
12,37,3,136
12,37,4,261
12,37,5,573
12,37,6,103
12,37,7,844
12,37,8,112
12,37,9,12
12,38,0,242
12,38,1,471
12,38,2,144
12,38,3,650
12,38,4,977
12,38,5,133
12,38,6,635
12,38,7,117
12,38,8,502
12,38,9,358
12,39,0,480
12,39,1,48
12,39,2,937
12,39,3,450
12,39,4,329
12,39,5,983
12,39,6,510
12,39,7,56
12,39,8,705
12,39,9,846
12,40,0,916
12,40,1,295
12,40,2,798
12,40,3,911
12,40,4,277
12,40,5,313
12,40,6,300
12,40,7,757
12,40,8,57
12,40,9,435
12,41,0,149
12,41,1,885
12,41,2,215
12,41,3,34
12,41,4,333
12,41,5,827
12,41,6,290
12,41,7,872
12,41,8,258
12,41,9,598
12,42,0,896
12,42,1,128
12,42,2,628
12,42,3,418
12,42,4,462
12,42,5,55
12,42,6,590
12,42,7,626
12,42,8,268
12,42,9,819
12,43,0,436
12,43,1,981
12,43,2,134
12,43,3,990
12,43,4,184
12,43,5,349
12,43,6,420
12,43,7,856
12,43,8,282
12,43,9,952
12,44,0,699
12,44,1,469
12,44,2,856
12,44,3,950
12,44,4,689
12,44,5,643
12,44,6,191
12,44,7,586
12,44,8,218
12,44,9,295
12,45,0,358
12,45,1,998
12,45,2,199
12,45,3,78
12,45,4,762
12,45,5,383
12,45,6,294
12,45,7,543
12,45,8,189
12,45,9,393
12,46,0,282
12,46,1,835
12,46,2,188
12,46,3,404
12,46,4,995
12,46,5,302
12,46,6,774
12,46,7,292
12,46,8,906
12,46,9,849
12,47,0,224
12,47,1,368
12,47,2,13
12,47,3,454
12,47,4,416
12,47,5,486
12,47,6,945
12,47,7,424
12,47,8,169
12,47,9,623
12,48,0,991
12,48,1,617
12,48,2,71
12,48,3,56
12,48,4,322
12,48,5,101
12,48,6,478
12,48,7,854
12,48,8,461
12,48,9,223
12,49,0,387
12,49,1,300
12,49,2,390
12,49,3,901
12,49,4,450
12,49,5,547
12,49,6,392
12,49,7,582
12,49,8,9
12,49,9,114
12,50,0,303
12,50,1,681
12,50,2,997
12,50,3,772
12,50,4,476
12,50,5,216
12,50,6,268
12,50,7,659
12,50,8,844
12,50,9,100
12,51,0,273
12,51,1,492
12,51,2,247
12,51,3,156
12,51,4,486
12,51,5,126
12,51,6,330
12,51,7,392
12,51,8,580
12,51,9,148
12,52,0,828
12,52,1,898
12,52,2,544
12,52,3,195
12,52,4,367
12,52,5,698
12,52,6,934
12,52,7,387
12,52,8,193
12,52,9,500
12,53,0,197
12,53,1,938
12,53,2,217
12,53,3,683
12,53,4,787
12,53,5,431
12,53,6,401
12,53,7,259
12,53,8,379
12,53,9,632
12,54,0,480
12,54,1,728
12,54,2,288
12,54,3,152
12,54,4,911
12,54,5,746
12,54,6,487
12,54,7,653
12,54,8,490
12,54,9,932
12,55,0,809
12,55,1,543
12,55,2,793
12,55,3,578
12,55,4,542
12,55,5,928
12,55,6,65
12,55,7,439
12,55,8,413
12,55,9,372
12,56,0,44
12,56,1,297
12,56,2,389
12,56,3,898
12,56,4,162
12,56,5,882
12,56,6,616
12,56,7,61
12,56,8,402
12,56,9,137
12,57,0,531
12,57,1,25
12,57,2,986
12,57,3,956
12,57,4,484
12,57,5,301
12,57,6,613
12,57,7,683
12,57,8,690
12,57,9,423
12,58,0,3
12,58,1,791
12,58,2,88
12,58,3,768
12,58,4,380
12,58,5,709
12,58,6,967
12,58,7,899
12,58,8,133
12,58,9,656
12,59,0,250
12,59,1,1000
12,59,2,678
12,59,3,507
12,59,4,542
12,59,5,177
12,59,6,80
12,59,7,845
12,59,8,408
12,59,9,997
12,60,0,118
12,60,1,993
12,60,2,897
12,60,3,852
12,60,4,360
12,60,5,363
12,60,6,82
12,60,7,356
12,60,8,324
12,60,9,942
12,61,0,295
12,61,1,350
12,61,2,577
12,61,3,754
12,61,4,66
12,61,5,15
12,61,6,957
12,61,7,932
12,61,8,576
12,61,9,219
12,62,0,520
12,62,1,188
12,62,2,633
12,62,3,235
12,62,4,597
12,62,5,343
12,62,6,245
12,62,7,778
12,62,8,603
12,62,9,747
12,63,0,309
12,63,1,933
12,63,2,627
12,63,3,724
12,63,4,88
12,63,5,697
12,63,6,725
12,63,7,101
12,63,8,128
12,63,9,61
12,64,0,561
12,64,1,985
12,64,2,693
12,64,3,191
12,64,4,802
12,64,5,824
12,64,6,269
12,64,7,572
12,64,8,509
12,64,9,544
12,65,0,177
12,65,1,976
12,65,2,287
12,65,3,112
12,65,4,322
12,65,5,430
12,65,6,670
12,65,7,667
12,65,8,632
12,65,9,160
12,66,0,841
12,66,1,672
12,66,2,515
12,66,3,748
12,66,4,297
12,66,5,881
12,66,6,767
12,66,7,503
12,66,8,822
12,66,9,685
12,67,0,315
12,67,1,152
12,67,2,809
12,67,3,66
12,67,4,804
12,67,5,143
12,67,6,412
12,67,7,404
12,67,8,877
12,67,9,511
12,68,0,278
12,68,1,283
12,68,2,345
12,68,3,88
12,68,4,296
12,68,5,481
12,68,6,227
12,68,7,560
12,68,8,275
12,68,9,72
12,69,0,384
12,69,1,38
12,69,2,541
12,69,3,942
12,69,4,796
12,69,5,850
12,69,6,396
12,69,7,223
12,69,8,404
12,69,9,329
12,70,0,993
12,70,1,572
12,70,2,392
12,70,3,479
12,70,4,393
12,70,5,359
12,70,6,331
12,70,7,445
12,70,8,288
12,70,9,565
12,71,0,649
12,71,1,797
12,71,2,989
12,71,3,320
12,71,4,911
12,71,5,325
12,71,6,253
12,71,7,972
12,71,8,999
12,71,9,284
12,72,0,663
12,72,1,54
12,72,2,797
12,72,3,453
12,72,4,691
12,72,5,503
12,72,6,72
12,72,7,507
12,72,8,736
12,72,9,936
12,73,0,985
12,73,1,240
12,73,2,251
12,73,3,331
12,73,4,364
12,73,5,437
12,73,6,664
12,73,7,923
12,73,8,583
12,73,9,127
12,74,0,254
12,74,1,680
12,74,2,818
12,74,3,646
12,74,4,167
12,74,5,858
12,74,6,405
12,74,7,257
12,74,8,765
12,74,9,604
12,75,0,803
12,75,1,789
12,75,2,791
12,75,3,191
12,75,4,758
12,75,5,426
12,75,6,138
12,75,7,53
12,75,8,545
12,75,9,53
12,76,0,33
12,76,1,421
12,76,2,579
12,76,3,497
12,76,4,902
12,76,5,106
12,76,6,361
12,76,7,477
12,76,8,218
12,76,9,49
12,77,0,716
12,77,1,44
12,77,2,106
12,77,3,190
12,77,4,106
12,77,5,312
12,77,6,754
12,77,7,409
12,77,8,247
12,77,9,720
12,78,0,32
12,78,1,467
12,78,2,652
12,78,3,8
12,78,4,368
12,78,5,198
12,78,6,7
12,78,7,539
12,78,8,397
12,78,9,81
12,79,0,457
12,79,1,370
12,79,2,897
12,79,3,195
12,79,4,194
12,79,5,608
12,79,6,972
12,79,7,718
12,79,8,776
12,79,9,536
12,80,0,513
12,80,1,832
12,80,2,434
12,80,3,603
12,80,4,969
12,80,5,862
12,80,6,970
12,80,7,819
12,80,8,594
12,80,9,653
12,81,0,130
12,81,1,111
12,81,2,198
12,81,3,238
12,81,4,978
12,81,5,579
12,81,6,23
12,81,7,518
12,81,8,550
12,81,9,85
12,82,0,150
12,82,1,412
12,82,2,210
12,82,3,954
12,82,4,593
12,82,5,681
12,82,6,176
12,82,7,922
12,82,8,550
12,82,9,42
12,83,0,239
12,83,1,4
12,83,2,898
12,83,3,894
12,83,4,499
12,83,5,344
12,83,6,52
12,83,7,625
12,83,8,158
12,83,9,147
12,84,0,331
12,84,1,660
12,84,2,22
12,84,3,261
12,84,4,158
12,84,5,677
12,84,6,794
12,84,7,935
12,84,8,555
12,84,9,25
12,85,0,270
12,85,1,176
12,85,2,852
12,85,3,52
12,85,4,510
12,85,5,558
12,85,6,46
12,85,7,993
12,85,8,731
12,85,9,688
12,86,0,57
12,86,1,820
12,86,2,111
12,86,3,879
12,86,4,404
12,86,5,71
12,86,6,30
12,86,7,378
12,86,8,793
12,86,9,856
12,87,0,267
12,87,1,41
12,87,2,882
12,87,3,973
12,87,4,224
12,87,5,983
12,87,6,792
12,87,7,975
12,87,8,307
12,87,9,562
12,88,0,293
12,88,1,199
12,88,2,513
12,88,3,813
12,88,4,74
12,88,5,867
12,88,6,677
12,88,7,938
12,88,8,653
12,88,9,486
12,89,0,809
12,89,1,480
12,89,2,210
12,89,3,222
12,89,4,893
12,89,5,495
12,89,6,721
12,89,7,795
12,89,8,825
12,89,9,91
12,90,0,12
12,90,1,910
12,90,2,526
12,90,3,768
12,90,4,718
12,90,5,757
12,90,6,545
12,90,7,913
12,90,8,699
12,90,9,239
12,91,0,662
12,91,1,670
12,91,2,673
12,91,3,730
12,91,4,543
12,91,5,790
12,91,6,54
12,91,7,381
12,91,8,52
12,91,9,442
12,92,0,210
12,92,1,825
12,92,2,808
12,92,3,782
12,92,4,421
12,92,5,364
12,92,6,420
12,92,7,742
12,92,8,179
12,92,9,415
12,93,0,353
12,93,1,266
12,93,2,928
12,93,3,602
12,93,4,158
12,93,5,362
12,93,6,850
12,93,7,71
12,93,8,821
12,93,9,45
12,94,0,804
12,94,1,950
12,94,2,397
12,94,3,363
12,94,4,418
12,94,5,847
12,94,6,257
12,94,7,116
12,94,8,3
12,94,9,299
12,95,0,440
12,95,1,21
12,95,2,422
12,95,3,996
12,95,4,94
12,95,5,436
12,95,6,817
12,95,7,428
12,95,8,181
12,95,9,351
12,96,0,949
12,96,1,888
12,96,2,892
12,96,3,865
12,96,4,445
12,96,5,772
12,96,6,728
12,96,7,575
12,96,8,197
12,96,9,71
12,97,0,610
12,97,1,339
12,97,2,771
12,97,3,499
12,97,4,26
12,97,5,49
12,97,6,425
12,97,7,189
12,97,8,911
12,97,9,716
12,98,0,472
12,98,1,85
12,98,2,427
12,98,3,332
12,98,4,110
12,98,5,328
12,98,6,321
12,98,7,991
12,98,8,763
12,98,9,420
12,99,0,346
12,99,1,96
12,99,2,698
12,99,3,396
12,99,4,664
12,99,5,854
12,99,6,462
12,99,7,422
12,99,8,494
12,99,9,895
13,0,0,869
13,0,1,813
13,0,2,212
13,0,3,296
13,0,4,409
13,0,5,422
13,0,6,669
13,0,7,965
13,0,8,22
13,0,9,841
13,1,0,655
13,1,1,670
13,1,2,235
13,1,3,607
13,1,4,404
13,1,5,973
13,1,6,123
13,1,7,682
13,1,8,748
13,1,9,596
13,2,0,473
13,2,1,448
13,2,2,846
13,2,3,551
13,2,4,548
13,2,5,345
13,2,6,877
13,2,7,169
13,2,8,926
13,2,9,667
13,3,0,659
13,3,1,495
13,3,2,354
13,3,3,110
13,3,4,59
13,3,5,781
13,3,6,259
13,3,7,961
13,3,8,957
13,3,9,594
13,4,0,477
13,4,1,185
13,4,2,310
13,4,3,436
13,4,4,382
13,4,5,354
13,4,6,346
13,4,7,664
13,4,8,516
13,4,9,133
13,5,0,709
13,5,1,419
13,5,2,850
13,5,3,250
13,5,4,629
13,5,5,489
13,5,6,947
13,5,7,489
13,5,8,168
13,5,9,782
13,6,0,533
13,6,1,908
13,6,2,543
13,6,3,829
13,6,4,117
13,6,5,891
13,6,6,858
13,6,7,569
13,6,8,482
13,6,9,348
13,7,0,932
13,7,1,367
13,7,2,958
13,7,3,467
13,7,4,793
13,7,5,410
13,7,6,66
13,7,7,752
13,7,8,598
13,7,9,78
13,8,0,993
13,8,1,831
13,8,2,571
13,8,3,460
13,8,4,367
13,8,5,192
13,8,6,437
13,8,7,674
13,8,8,708
13,8,9,316
13,9,0,293
13,9,1,21
13,9,2,724
13,9,3,144
13,9,4,89
13,9,5,398
13,9,6,554
13,9,7,604
13,9,8,958
13,9,9,19
13,10,0,1
13,10,1,898
13,10,2,727
13,10,3,264
13,10,4,845
13,10,5,547
13,10,6,775
13,10,7,921
13,10,8,169
13,10,9,379
13,11,0,878
13,11,1,745
13,11,2,415
13,11,3,480
13,11,4,660
13,11,5,21
13,11,6,816
13,11,7,540
13,11,8,421
13,11,9,519
13,12,0,758
13,12,1,827
13,12,2,912
13,12,3,125
13,12,4,285
13,12,5,908
13,12,6,555
13,12,7,157
13,12,8,69
13,12,9,609
13,13,0,831
13,13,1,446
13,13,2,259
13,13,3,767
13,13,4,84
13,13,5,300
13,13,6,875
13,13,7,788
13,13,8,917
13,13,9,509
13,14,0,241
13,14,1,556
13,14,2,330
13,14,3,275
13,14,4,50
13,14,5,931
13,14,6,376
13,14,7,876
13,14,8,180
13,14,9,41
13,15,0,921
13,15,1,744
13,15,2,14
13,15,3,214
13,15,4,161
13,15,5,269
13,15,6,182
13,15,7,548
13,15,8,234
13,15,9,407
13,16,0,546
13,16,1,712
13,16,2,490
13,16,3,164
13,16,4,488
13,16,5,886
13,16,6,81
13,16,7,722
13,16,8,5
13,16,9,532
13,17,0,961
13,17,1,198
13,17,2,647
13,17,3,904
13,17,4,103
13,17,5,418
13,17,6,219
13,17,7,651
13,17,8,28
13,17,9,735
13,18,0,847
13,18,1,638
13,18,2,205
13,18,3,615
13,18,4,341
13,18,5,127
13,18,6,256
13,18,7,958
13,18,8,691
13,18,9,755
13,19,0,82
13,19,1,434
13,19,2,601
13,19,3,564
13,19,4,605
13,19,5,280
13,19,6,999
13,19,7,981
13,19,8,339
13,19,9,443
13,20,0,20
13,20,1,338
13,20,2,384
13,20,3,209
13,20,4,182
13,20,5,870
13,20,6,524
13,20,7,819
13,20,8,730
13,20,9,862
13,21,0,363
13,21,1,314
13,21,2,229
13,21,3,577
13,21,4,589
13,21,5,29
13,21,6,361
13,21,7,64
13,21,8,552
13,21,9,728
13,22,0,390
13,22,1,644
13,22,2,199
13,22,3,442
13,22,4,34
13,22,5,229
13,22,6,365
13,22,7,241
13,22,8,977
13,22,9,272
13,23,0,841
13,23,1,138
13,23,2,973
13,23,3,502
13,23,4,761
13,23,5,57
13,23,6,634
13,23,7,37
13,23,8,2
13,23,9,20
13,24,0,620
13,24,1,931
13,24,2,165
13,24,3,337
13,24,4,113
13,24,5,197
13,24,6,810
13,24,7,911
13,24,8,879
13,24,9,748
13,25,0,510
13,25,1,742
13,25,2,397
13,25,3,130
13,25,4,295
13,25,5,458
13,25,6,137
13,25,7,782
13,25,8,538
13,25,9,833
13,26,0,201
13,26,1,133
13,26,2,862
13,26,3,901
13,26,4,210
13,26,5,574
13,26,6,506
13,26,7,696
13,26,8,378
13,26,9,581
13,27,0,777
13,27,1,638
13,27,2,85
13,27,3,362
13,27,4,718
13,27,5,442
13,27,6,623
13,27,7,556
13,27,8,692
13,27,9,590
13,28,0,452
13,28,1,767
13,28,2,234
13,28,3,876
13,28,4,72
13,28,5,715
13,28,6,35
13,28,7,836
13,28,8,575
13,28,9,180
13,29,0,35
13,29,1,161
13,29,2,550
13,29,3,84
13,29,4,295
13,29,5,562
13,29,6,140
13,29,7,872
13,29,8,26
13,29,9,497
13,30,0,887
13,30,1,300
13,30,2,133
13,30,3,313
13,30,4,72
13,30,5,241
13,30,6,307
13,30,7,577
13,30,8,15
13,30,9,350
13,31,0,166
13,31,1,924
13,31,2,209
13,31,3,22
13,31,4,543
13,31,5,165
13,31,6,468
13,31,7,593
13,31,8,629
13,31,9,719
13,32,0,81
13,32,1,413
13,32,2,272
13,32,3,439
13,32,4,910
13,32,5,612
13,32,6,990
13,32,7,964
13,32,8,479
13,32,9,322
13,33,0,191
13,33,1,3
13,33,2,486
13,33,3,657
13,33,4,836
13,33,5,906
13,33,6,804
13,33,7,550
13,33,8,333
13,33,9,674
13,34,0,678
13,34,1,405
13,34,2,260
13,34,3,545
13,34,4,192
13,34,5,187
13,34,6,240
13,34,7,453
13,34,8,489
13,34,9,981
13,35,0,891
13,35,1,767
13,35,2,491
13,35,3,494
13,35,4,977
13,35,5,361
13,35,6,151
13,35,7,99
13,35,8,705
13,35,9,617
13,36,0,492
13,36,1,580
13,36,2,279
13,36,3,967
13,36,4,779
13,36,5,956
13,36,6,344
13,36,7,408
13,36,8,435
13,36,9,14
13,37,0,28
13,37,1,490
13,37,2,493
13,37,3,987
13,37,4,420
13,37,5,699
13,37,6,109
13,37,7,719
13,37,8,3
13,37,9,269
13,38,0,228
13,38,1,375
13,38,2,533
13,38,3,877
13,38,4,594
13,38,5,184
13,38,6,232
13,38,7,435
13,38,8,799
13,38,9,927
13,39,0,881
13,39,1,113
13,39,2,758
13,39,3,222
13,39,4,244
13,39,5,657
13,39,6,567
13,39,7,386
13,39,8,638
13,39,9,131
13,40,0,448
13,40,1,858
13,40,2,69
13,40,3,828
13,40,4,738
13,40,5,701
13,40,6,860
13,40,7,566
13,40,8,220
13,40,9,945
13,41,0,116
13,41,1,111
13,41,2,57
13,41,3,298
13,41,4,74
13,41,5,208
13,41,6,339
13,41,7,310
13,41,8,756
13,41,9,532
13,42,0,590
13,42,1,484
13,42,2,26
13,42,3,150
13,42,4,210
13,42,5,992
13,42,6,49
13,42,7,195
13,42,8,164
13,42,9,597
13,43,0,736
13,43,1,265
13,43,2,857
13,43,3,451
13,43,4,219
13,43,5,319
13,43,6,746
13,43,7,973
13,43,8,839
13,43,9,389
13,44,0,112
13,44,1,319
13,44,2,566
13,44,3,868
13,44,4,787
13,44,5,985
13,44,6,194
13,44,7,382
13,44,8,610
13,44,9,932
13,45,0,386
